date,symbol,marketcapname,sector
03-09-2021,BRITANNIA,Largecap,FMCG
03-09-2021,APOLLOTYRE,Midcap,Auto
03-09-2021,BALKRISIND,Largecap,Auto
03-09-2021,SRF,Midcap,Industrials
03-09-2021,EICHERMOT,Largecap,Auto
03-09-2021,DEEPAKNTR,Largecap,Industrials
03-09-2021,HAVELLS,Largecap,FMCG
03-09-2021,NIFTY,Smallcap,Indices
03-09-2021,HDFCAMC,Largecap,Finance
03-09-2021,IOC,Largecap,Industrials
03-09-2021,POLYCAB,Largecap,Industrials
03-09-2021,IRCTC,Midcap,Miscellaneous
03-09-2021,NATIONALUM,Midcap,Metals
03-09-2021,NTPC,Largecap,Miscellaneous
03-09-2021,DLF,Largecap,Realty
03-09-2021,RECLTD,Largecap,Finance
03-09-2021,PERSISTENT,Largecap,I.T
03-09-2021,MCX,Midcap,Miscellaneous
03-09-2021,INDIGO,Largecap,Services
03-09-2021,LTI,Largecap,I.T
03-09-2021,LTTS,Largecap,I.T
03-09-2021,ICICIPRULI,Largecap,Services
06-09-2021,DRREDDY,Largecap,Pharmaceuticals
06-09-2021,VEDL,Largecap,Industrials
06-09-2021,GRASIM,Largecap,Textiles
06-09-2021,RELIANCE,Largecap,Industrials
06-09-2021,AMBUJACEM,Largecap,Industrials
06-09-2021,HINDALCO,Largecap,Metals
06-09-2021,VOLTAS,Largecap,FMCG
06-09-2021,BALKRISIND,Largecap,Auto
06-09-2021,WIPRO,Largecap,I.T
06-09-2021,NIFTY,Smallcap,Indices
06-09-2021,POLYCAB,Largecap,Industrials
06-09-2021,IRCTC,Midcap,Miscellaneous
06-09-2021,NATIONALUM,Midcap,Metals
06-09-2021,HCLTECH,Largecap,I.T
06-09-2021,PVR,Midcap,Media
06-09-2021,MINDTREE,Largecap,I.T
06-09-2021,PERSISTENT,Largecap,I.T
06-09-2021,DALBHARAT,Largecap,Industrials
06-09-2021,MCX,Midcap,Miscellaneous
07-09-2021,HDFC,Largecap,Finance
07-09-2021,ESCORTS,Largecap,Auto
07-09-2021,VOLTAS,Largecap,FMCG
07-09-2021,BALKRISIND,Largecap,Auto
07-09-2021,CANFINHOME,Midcap,Finance
07-09-2021,HAVELLS,Largecap,FMCG
07-09-2021,DIXON,Largecap,FMCG
07-09-2021,POLYCAB,Largecap,Industrials
07-09-2021,IRCTC,Midcap,Miscellaneous
08-09-2021,TITAN,Largecap,Miscellaneous
08-09-2021,GRASIM,Largecap,Textiles
08-09-2021,PFIZER,Largecap,Pharmaceuticals
08-09-2021,CANFINHOME,Midcap,Finance
08-09-2021,IEX,Largecap,Miscellaneous
08-09-2021,COALINDIA,Largecap,Industrials
08-09-2021,ICICIPRULI,Largecap,Services
09-09-2021,ASHOKLEY,Largecap,Auto
09-09-2021,ABBOTINDIA,Largecap,Pharmaceuticals
09-09-2021,HINDUNILVR,Largecap,FMCG
09-09-2021,IEX,Largecap,Miscellaneous
09-09-2021,NAM-INDIA,Largecap,Finance
09-09-2021,CONCOR,Largecap,Services
09-09-2021,METROPOLIS,Midcap,Pharmaceuticals
09-09-2021,MARICO,Largecap,FMCG
09-09-2021,PFC,Largecap,Finance
13-09-2021,DRREDDY,Largecap,Pharmaceuticals
13-09-2021,GRASIM,Largecap,Textiles
13-09-2021,PIDILITIND,Largecap,Industrials
13-09-2021,HINDALCO,Largecap,Metals
13-09-2021,ABBOTINDIA,Largecap,Pharmaceuticals
13-09-2021,BOSCHLTD,Largecap,Auto
13-09-2021,BPCL,Largecap,Industrials
13-09-2021,ASIANPAINT,Largecap,Industrials
13-09-2021,INDHOTEL,Largecap,Services
13-09-2021,ITC,Largecap,FMCG
13-09-2021,SRF,Midcap,Industrials
13-09-2021,COROMANDEL,Largecap,Industrials
13-09-2021,DEEPAKNTR,Largecap,Industrials
13-09-2021,BERGEPAINT,Largecap,Industrials
13-09-2021,METROPOLIS,Midcap,Pharmaceuticals
13-09-2021,IRCTC,Midcap,Miscellaneous
13-09-2021,NATIONALUM,Midcap,Metals
13-09-2021,BHARTIARTL,Largecap,Telecom
13-09-2021,IGL,Largecap,Industrials
13-09-2021,PVR,Midcap,Media
13-09-2021,FSL,Midcap,I.T
13-09-2021,PFC,Largecap,Finance
13-09-2021,MINDTREE,Largecap,I.T
13-09-2021,PERSISTENT,Largecap,I.T
13-09-2021,DALBHARAT,Largecap,Industrials
13-09-2021,SYNGENE,Largecap,Pharmaceuticals
13-09-2021,LALPATHLAB,Largecap,Pharmaceuticals
13-09-2021,LTI,Largecap,I.T
14-09-2021,ATUL,Largecap,Industrials
14-09-2021,KOTAKBANK,Largecap,Bank
14-09-2021,LT,Largecap,Realty
14-09-2021,TATAMOTORS,Largecap,Auto
14-09-2021,VOLTAS,Largecap,FMCG
14-09-2021,ITC,Largecap,FMCG
14-09-2021,DEEPAKNTR,Largecap,Industrials
14-09-2021,PIIND,Largecap,Industrials
14-09-2021,IOC,Largecap,Industrials
14-09-2021,IRCTC,Midcap,Miscellaneous
14-09-2021,HCLTECH,Largecap,I.T
14-09-2021,TCS,Largecap,I.T
14-09-2021,PAGEIND,Largecap,FMCG
14-09-2021,GODREJPROP,Largecap,Realty
14-09-2021,DALBHARAT,Largecap,Industrials
14-09-2021,LTI,Largecap,I.T
14-09-2021,LTTS,Largecap,I.T
15-09-2021,BATAINDIA,Largecap,FMCG
15-09-2021,BEL,Largecap,FMCG
15-09-2021,TITAN,Largecap,Miscellaneous
15-09-2021,ONGC,Largecap,Oils
15-09-2021,TATAPOWER,Largecap,Miscellaneous
15-09-2021,ASHOKLEY,Largecap,Auto
15-09-2021,LT,Largecap,Realty
15-09-2021,TATAMOTORS,Largecap,Auto
15-09-2021,VOLTAS,Largecap,FMCG
15-09-2021,APOLLOTYRE,Midcap,Auto
15-09-2021,MOTHERSUMI,Largecap,Auto
15-09-2021,MPHASIS,Largecap,I.T
15-09-2021,IOC,Largecap,Industrials
15-09-2021,GAIL,Largecap,Industrials
15-09-2021,INDUSINDBK,Largecap,Bank
15-09-2021,HCLTECH,Largecap,I.T
15-09-2021,TCS,Largecap,I.T
15-09-2021,COFORGE,Largecap,I.T
15-09-2021,NTPC,Largecap,Miscellaneous
15-09-2021,DELTACORP,Midcap,Media
15-09-2021,ADANIPORTS,Largecap,Realty
15-09-2021,GODREJPROP,Largecap,Realty
15-09-2021,LTTS,Largecap,I.T
16-09-2021,SBIN,Largecap,Bank
16-09-2021,FEDERALBNK,Largecap,Bank
16-09-2021,BOSCHLTD,Largecap,Auto
16-09-2021,SRF,Midcap,Industrials
16-09-2021,EICHERMOT,Largecap,Auto
16-09-2021,SRTRANSFIN,Largecap,Finance
16-09-2021,AARTIIND,Largecap,Industrials
16-09-2021,NIFTY,Smallcap,Indices
16-09-2021,BANKNIFTY,Smallcap,Indices
16-09-2021,HDFCLIFE,Largecap,Services
16-09-2021,INDIACEM,Midcap,Industrials
16-09-2021,IOC,Largecap,Industrials
16-09-2021,BANKBARODA,Largecap,Bank
16-09-2021,INDUSINDBK,Largecap,Bank
16-09-2021,PNB,Largecap,Bank
16-09-2021,CANBK,Largecap,Bank
16-09-2021,COFORGE,Largecap,I.T
16-09-2021,MINDTREE,Largecap,I.T
16-09-2021,POWERGRID,Largecap,Miscellaneous
16-09-2021,PERSISTENT,Largecap,I.T
16-09-2021,COALINDIA,Largecap,Industrials
17-09-2021,KOTAKBANK,Largecap,Bank
17-09-2021,BANKNIFTY,Smallcap,Indices
17-09-2021,IRCTC,Midcap,Miscellaneous
21-09-2021,ONGC,Largecap,Oils
21-09-2021,ITC,Largecap,FMCG
21-09-2021,HCLTECH,Largecap,I.T
21-09-2021,PVR,Midcap,Media
21-09-2021,GODREJPROP,Largecap,Realty
22-09-2021,ABBOTINDIA,Largecap,Pharmaceuticals
22-09-2021,ESCORTS,Largecap,Auto
22-09-2021,BOSCHLTD,Largecap,Auto
22-09-2021,INDHOTEL,Largecap,Services
22-09-2021,ITC,Largecap,FMCG
22-09-2021,APOLLOTYRE,Midcap,Auto
22-09-2021,BALKRISIND,Largecap,Auto
22-09-2021,CANFINHOME,Midcap,Finance
22-09-2021,HCLTECH,Largecap,I.T
22-09-2021,PVR,Midcap,Media
22-09-2021,GMRINFRA,Largecap,Realty
22-09-2021,MINDTREE,Largecap,I.T
22-09-2021,DLF,Largecap,Realty
22-09-2021,GODREJPROP,Largecap,Realty
23-09-2021,LICHSGFIN,Largecap,Finance
23-09-2021,PEL,Largecap,Pharmaceuticals
23-09-2021,RELIANCE,Largecap,Industrials
23-09-2021,TATAPOWER,Largecap,Miscellaneous
23-09-2021,ABBOTINDIA,Largecap,Pharmaceuticals
23-09-2021,BOSCHLTD,Largecap,Auto
23-09-2021,TATAMOTORS,Largecap,Auto
23-09-2021,INDHOTEL,Largecap,Services
23-09-2021,APOLLOTYRE,Midcap,Auto
23-09-2021,CANFINHOME,Midcap,Finance
23-09-2021,DIXON,Largecap,FMCG
23-09-2021,MPHASIS,Largecap,I.T
23-09-2021,MCDOWELL-N,Largecap,FMCG
23-09-2021,UBL,Largecap,FMCG
23-09-2021,SUNTV,Largecap,Media
23-09-2021,DLF,Largecap,Realty
23-09-2021,BAJAJFINSV,Largecap,Finance
23-09-2021,GODREJPROP,Largecap,Realty
23-09-2021,OBEROIRLTY,Largecap,Realty
23-09-2021,COALINDIA,Largecap,Industrials
23-09-2021,INDUSTOWER,Largecap,Telecom
23-09-2021,LTI,Largecap,I.T
23-09-2021,LTTS,Largecap,I.T
24-09-2021,INFY,Largecap,I.T
24-09-2021,GRASIM,Largecap,Textiles
24-09-2021,M&M,Largecap,Auto
24-09-2021,TATACHEM,Largecap,Industrials
24-09-2021,EICHERMOT,Largecap,Auto
24-09-2021,NIFTY,Smallcap,Indices
24-09-2021,HCLTECH,Largecap,I.T
24-09-2021,DELTACORP,Midcap,Media
24-09-2021,OBEROIRLTY,Largecap,Realty
24-09-2021,INDUSTOWER,Largecap,Telecom
24-09-2021,ALKEM,Largecap,Pharmaceuticals
24-09-2021,LTI,Largecap,I.T
24-09-2021,LTTS,Largecap,I.T
27-09-2021,HDFCBANK,Largecap,Bank
27-09-2021,M&M,Largecap,Auto
27-09-2021,TATACHEM,Largecap,Industrials
27-09-2021,INDIACEM,Midcap,Industrials
27-09-2021,DELTACORP,Midcap,Media
27-09-2021,DLF,Largecap,Realty
27-09-2021,BAJAJ-AUTO,Largecap,Auto
27-09-2021,MCX,Midcap,Miscellaneous
28-09-2021,BHEL,Largecap,FMCG
28-09-2021,HINDPETRO,Largecap,Industrials
28-09-2021,KOTAKBANK,Largecap,Bank
28-09-2021,ONGC,Largecap,Oils
28-09-2021,RELIANCE,Largecap,Industrials
28-09-2021,IOC,Largecap,Industrials
28-09-2021,IRCTC,Midcap,Miscellaneous
28-09-2021,NTPC,Largecap,Miscellaneous
28-09-2021,DELTACORP,Midcap,Media
28-09-2021,COALINDIA,Largecap,Industrials
29-09-2021,CIPLA,Largecap,Pharmaceuticals
29-09-2021,BHEL,Largecap,FMCG
29-09-2021,HINDPETRO,Largecap,Industrials
29-09-2021,ONGC,Largecap,Oils
29-09-2021,TATAPOWER,Largecap,Miscellaneous
29-09-2021,SUNPHARMA,Largecap,Pharmaceuticals
29-09-2021,IOC,Largecap,Industrials
29-09-2021,CANBK,Largecap,Bank
29-09-2021,NTPC,Largecap,Miscellaneous
29-09-2021,POWERGRID,Largecap,Miscellaneous
29-09-2021,RECLTD,Largecap,Finance
29-09-2021,COALINDIA,Largecap,Industrials
30-09-2021,BHEL,Largecap,FMCG
30-09-2021,FEDERALBNK,Largecap,Bank
30-09-2021,TATAMOTORS,Largecap,Auto
30-09-2021,DIXON,Largecap,FMCG
30-09-2021,INDIACEM,Midcap,Industrials
30-09-2021,JINDALSTEL,Largecap,Metals
30-09-2021,MCDOWELL-N,Largecap,FMCG
30-09-2021,CANBK,Largecap,Bank
30-09-2021,ASTRAL,Largecap,FMCG
30-09-2021,ABFRL,Largecap,FMCG
01-10-2021,BHEL,Largecap,FMCG
01-10-2021,TRENT,Largecap,FMCG
01-10-2021,TATAPOWER,Largecap,Miscellaneous
01-10-2021,DIXON,Largecap,FMCG
01-10-2021,JINDALSTEL,Largecap,Metals
01-10-2021,DELTACORP,Midcap,Media
04-10-2021,ATUL,Largecap,Industrials
04-10-2021,BATAINDIA,Largecap,FMCG
04-10-2021,SAIL,Largecap,Metals
04-10-2021,DRREDDY,Largecap,Pharmaceuticals
04-10-2021,RELIANCE,Largecap,Industrials
04-10-2021,TATAPOWER,Largecap,Miscellaneous
04-10-2021,HINDALCO,Largecap,Metals
04-10-2021,ABBOTINDIA,Largecap,Pharmaceuticals
04-10-2021,M&M,Largecap,Auto
04-10-2021,TATAMOTORS,Largecap,Auto
04-10-2021,AARTIIND,Largecap,Industrials
04-10-2021,AUBANK,Largecap,Bank
04-10-2021,SUNPHARMA,Largecap,Pharmaceuticals
04-10-2021,MANAPPURAM,Midcap,Finance
04-10-2021,BANKBARODA,Largecap,Bank
04-10-2021,NATIONALUM,Midcap,Metals
04-10-2021,JINDALSTEL,Largecap,Metals
04-10-2021,CANBK,Largecap,Bank
04-10-2021,PVR,Midcap,Media
04-10-2021,M&MFIN,Largecap,Finance
04-10-2021,SUNTV,Largecap,Media
04-10-2021,ASTRAL,Largecap,FMCG
04-10-2021,COALINDIA,Largecap,Industrials
04-10-2021,IBULHSGFIN,Midcap,Finance
05-10-2021,HINDPETRO,Largecap,Industrials
05-10-2021,LICHSGFIN,Largecap,Finance
05-10-2021,PEL,Largecap,Pharmaceuticals
05-10-2021,RELIANCE,Largecap,Industrials
05-10-2021,TATAPOWER,Largecap,Miscellaneous
05-10-2021,SIEMENS,Largecap,FMCG
05-10-2021,TATAMOTORS,Largecap,Auto
05-10-2021,INDHOTEL,Largecap,Services
05-10-2021,DEEPAKNTR,Largecap,Industrials
05-10-2021,AARTIIND,Largecap,Industrials
05-10-2021,AUBANK,Largecap,Bank
05-10-2021,SBILIFE,Largecap,Services
05-10-2021,MANAPPURAM,Midcap,Finance
05-10-2021,IRCTC,Midcap,Miscellaneous
05-10-2021,SBICARD,Largecap,Finance
05-10-2021,INDUSINDBK,Largecap,Bank
05-10-2021,JINDALSTEL,Largecap,Metals
05-10-2021,SUNTV,Largecap,Media
05-10-2021,PAGEIND,Largecap,FMCG
06-10-2021,ONGC,Largecap,Oils
06-10-2021,COROMANDEL,Largecap,Industrials
06-10-2021,DEEPAKNTR,Largecap,Industrials
06-10-2021,IRCTC,Midcap,Miscellaneous
07-10-2021,LAURUSLABS,Largecap,Pharmaceuticals
07-10-2021,BOSCHLTD,Largecap,Auto
07-10-2021,IRCTC,Midcap,Miscellaneous
07-10-2021,PAGEIND,Largecap,FMCG
07-10-2021,MCX,Midcap,Miscellaneous
08-10-2021,ATUL,Largecap,Industrials
08-10-2021,BATAINDIA,Largecap,FMCG
08-10-2021,CHAMBLFERT,Midcap,Industrials
08-10-2021,MRF,Largecap,Auto
08-10-2021,BOSCHLTD,Largecap,Auto
08-10-2021,APOLLOTYRE,Midcap,Auto
08-10-2021,SRF,Midcap,Industrials
08-10-2021,DIXON,Largecap,FMCG
08-10-2021,IEX,Largecap,Miscellaneous
08-10-2021,IRCTC,Midcap,Miscellaneous
08-10-2021,BANKBARODA,Largecap,Bank
08-10-2021,BSOFT,Midcap,I.T
08-10-2021,OFSS,Largecap,I.T
08-10-2021,PVR,Midcap,Media
08-10-2021,FSL,Midcap,I.T
08-10-2021,PERSISTENT,Largecap,I.T
08-10-2021,MCX,Midcap,Miscellaneous
11-10-2021,ATUL,Largecap,Industrials
11-10-2021,BHARATFORG,Largecap,Industrials
11-10-2021,APOLLOTYRE,Midcap,Auto
11-10-2021,DIXON,Largecap,FMCG
11-10-2021,IEX,Largecap,Miscellaneous
11-10-2021,MARICO,Largecap,FMCG
11-10-2021,UBL,Largecap,FMCG
11-10-2021,MCX,Midcap,Miscellaneous
12-10-2021,BHEL,Largecap,FMCG
12-10-2021,SBIN,Largecap,Bank
12-10-2021,WHIRLPOOL,Largecap,FMCG
12-10-2021,VEDL,Largecap,Industrials
12-10-2021,TATAPOWER,Largecap,Miscellaneous
12-10-2021,BPCL,Largecap,Industrials
12-10-2021,INDHOTEL,Largecap,Services
12-10-2021,BANKNIFTY,Smallcap,Indices
12-10-2021,MARICO,Largecap,FMCG
12-10-2021,UBL,Largecap,FMCG
12-10-2021,BAJAJ-AUTO,Largecap,Auto
12-10-2021,ABFRL,Largecap,FMCG
13-10-2021,BHEL,Largecap,FMCG
13-10-2021,TITAN,Largecap,Miscellaneous
13-10-2021,TRENT,Largecap,FMCG
13-10-2021,VEDL,Largecap,Industrials
13-10-2021,RELIANCE,Largecap,Industrials
13-10-2021,TATAPOWER,Largecap,Miscellaneous
13-10-2021,HINDALCO,Largecap,Metals
13-10-2021,FEDERALBNK,Largecap,Bank
13-10-2021,TATASTEEL,Largecap,Metals
13-10-2021,ASHOKLEY,Largecap,Auto
13-10-2021,M&M,Largecap,Auto
13-10-2021,BPCL,Largecap,Industrials
13-10-2021,INDHOTEL,Largecap,Services
13-10-2021,ITC,Largecap,FMCG
13-10-2021,WIPRO,Largecap,I.T
13-10-2021,ADANIENT,Largecap,Services
13-10-2021,MOTHERSUMI,Largecap,Auto
13-10-2021,NIFTY,Smallcap,Indices
13-10-2021,BANKNIFTY,Smallcap,Indices
13-10-2021,IRCTC,Midcap,Miscellaneous
13-10-2021,NATIONALUM,Midcap,Metals
13-10-2021,JINDALSTEL,Largecap,Metals
13-10-2021,PNB,Largecap,Bank
13-10-2021,ASTRAL,Largecap,FMCG
13-10-2021,JUBLFOOD,Largecap,Quick Service Restaurant
13-10-2021,MUTHOOTFIN,Largecap,Finance
14-10-2021,SAIL,Largecap,Metals
14-10-2021,HDFCBANK,Largecap,Bank
14-10-2021,JSWSTEEL,Largecap,Metals
14-10-2021,VEDL,Largecap,Industrials
14-10-2021,GRASIM,Largecap,Textiles
14-10-2021,ACC,Largecap,Industrials
14-10-2021,HINDALCO,Largecap,Metals
14-10-2021,LT,Largecap,Realty
14-10-2021,VOLTAS,Largecap,FMCG
14-10-2021,ITC,Largecap,FMCG
14-10-2021,WIPRO,Largecap,I.T
14-10-2021,BERGEPAINT,Largecap,Industrials
14-10-2021,SRTRANSFIN,Largecap,Finance
14-10-2021,ADANIENT,Largecap,Services
14-10-2021,NIFTY,Smallcap,Indices
14-10-2021,INDIACEM,Midcap,Industrials
14-10-2021,IRCTC,Midcap,Miscellaneous
14-10-2021,NATIONALUM,Midcap,Metals
14-10-2021,JINDALSTEL,Largecap,Metals
14-10-2021,NTPC,Largecap,Miscellaneous
14-10-2021,NAUKRI,Largecap,I.T
14-10-2021,FSL,Midcap,I.T
14-10-2021,POWERGRID,Largecap,Miscellaneous
14-10-2021,ADANIPORTS,Largecap,Realty
14-10-2021,GODREJPROP,Largecap,Realty
14-10-2021,PERSISTENT,Largecap,I.T
18-10-2021,BEL,Largecap,FMCG
18-10-2021,SBIN,Largecap,Bank
18-10-2021,SAIL,Largecap,Metals
18-10-2021,JSWSTEEL,Largecap,Metals
18-10-2021,RAMCOCEM,Largecap,Industrials
18-10-2021,VEDL,Largecap,Industrials
18-10-2021,HINDALCO,Largecap,Metals
18-10-2021,TATASTEEL,Largecap,Metals
18-10-2021,VOLTAS,Largecap,FMCG
18-10-2021,ITC,Largecap,FMCG
18-10-2021,NIFTY,Smallcap,Indices
18-10-2021,BANKNIFTY,Smallcap,Indices
18-10-2021,NMDC,Largecap,Industrials
18-10-2021,HAL,Largecap,FMCG
18-10-2021,IOC,Largecap,Industrials
18-10-2021,IRCTC,Midcap,Miscellaneous
18-10-2021,BANKBARODA,Largecap,Bank
18-10-2021,ICICIBANK,Largecap,Bank
18-10-2021,INDUSINDBK,Largecap,Bank
18-10-2021,AXISBANK,Largecap,Bank
18-10-2021,NATIONALUM,Midcap,Metals
18-10-2021,PNB,Largecap,Bank
18-10-2021,CANBK,Largecap,Bank
18-10-2021,BAJAJFINSV,Largecap,Finance
19-10-2021,INFY,Largecap,I.T
19-10-2021,TECHM,Largecap,I.T
19-10-2021,IBULHSGFIN,Midcap,Finance
21-10-2021,FEDERALBNK,Largecap,Bank
21-10-2021,SRTRANSFIN,Largecap,Finance
22-10-2021,HDFC,Largecap,Finance
22-10-2021,KOTAKBANK,Largecap,Bank
22-10-2021,FEDERALBNK,Largecap,Bank
22-10-2021,SRTRANSFIN,Largecap,Finance
22-10-2021,BANKNIFTY,Smallcap,Indices
25-10-2021,BANKNIFTY,Smallcap,Indices
25-10-2021,ICICIBANK,Largecap,Bank
25-10-2021,AXISBANK,Largecap,Bank
25-10-2021,SUNTV,Largecap,Media
26-10-2021,KOTAKBANK,Largecap,Bank
27-10-2021,SBIN,Largecap,Bank
28-10-2021,ACC,Largecap,Industrials
28-10-2021,ULTRACEMCO,Largecap,Industrials
29-10-2021,ACC,Largecap,Industrials
29-10-2021,AMBUJACEM,Largecap,Industrials
29-10-2021,TVSMOTOR,Largecap,Auto
29-10-2021,ULTRACEMCO,Largecap,Industrials
01-11-2021,SAIL,Largecap,Metals
01-11-2021,RAMCOCEM,Largecap,Industrials
01-11-2021,GRASIM,Largecap,Textiles
01-11-2021,SHREECEM,Largecap,Industrials
01-11-2021,ACC,Largecap,Industrials
01-11-2021,AMBUJACEM,Largecap,Industrials
01-11-2021,MCDOWELL-N,Largecap,FMCG
01-11-2021,ULTRACEMCO,Largecap,Industrials
01-11-2021,JKCEMENT,Largecap,Industrials
01-11-2021,SUNTV,Largecap,Media
01-11-2021,CROMPTON,Largecap,FMCG
02-11-2021,SIEMENS,Largecap,FMCG
02-11-2021,TATACONSUM,Largecap,FMCG
02-11-2021,TVSMOTOR,Largecap,Auto
02-11-2021,MARUTI,Largecap,Auto
02-11-2021,JKCEMENT,Largecap,Industrials
02-11-2021,ABFRL,Largecap,FMCG
03-11-2021,SBIN,Largecap,Bank
03-11-2021,ACC,Largecap,Industrials
03-11-2021,LT,Largecap,Realty
03-11-2021,SIEMENS,Largecap,FMCG
03-11-2021,INDIACEM,Midcap,Industrials
03-11-2021,JKCEMENT,Largecap,Industrials
03-11-2021,OBEROIRLTY,Largecap,Realty
03-11-2021,LTTS,Largecap,I.T
04-11-2021,DABUR,Largecap,FMCG
04-11-2021,RAMCOCEM,Largecap,Industrials
04-11-2021,PEL,Largecap,Pharmaceuticals
04-11-2021,ACC,Largecap,Industrials
04-11-2021,SUNTV,Largecap,Media
04-11-2021,LTTS,Largecap,I.T